tweetid,status,created_at,userid,nickname,status_count,verified,verified_type,follower_count,gender,rank,reposts_count,like_count,follower_count,follow_count,comments_count
4092172888241826,#刺死辱母者# 我也支持刺死辱母者的当事人于欢无罪！血性男儿哪有罪？既然法律保护不了母亲那我就用本能保护母亲。假如是一个军人连母亲都保护不了怎么保护国家？我很好奇若干年后后人会怎么评价今天？是不是依然是旧社会？我不知道！但我知道该进步的我们要进步。 ​,Sun Apr 02 19:45:07 +0800 2017,4092172888241826,李人杰Rico,252, true,0,2324,m,30,3,42,2324,356,1
4089883951912343,我觉得聊城辱母案的所有罪错责任，都应该由聊城警方承担。这是一起警方严重渎职（不排除更黑的内幕）引起的血案。 ​,Mon Mar 27 12:09:43 +0800 2017,4089883951912343,二号首长黄晓阳,21687, true,0,48193,m,31,3,39,48193,1550,14
4098167593109895,接替银行贷款的高利贷和P2P，使得企业负担急剧增加，续的这口气，其实就是饮鸩止渴，加上资产价格的迅速下滑，很快就将利润微薄的制造业企业压垮。蔡成功不过是千千万万破产的民营企业家之间的一个缩影。当然，还有前段时间山东辱母杀人案，也是这么搞出来的。 ​,Wed Apr 19 08:45:57 +0800 2017,4098167593109895,一直在修改名字的路上,2240, false,-1,808,m,30,2,1,808,1801,0
4102675211269074,辱母案已经发生一段时间或许大家已经忘记了，但是它留给我们的思考远没有结束！为什么会发生这样的事情？当地政府在这个涉黑团伙中扮演什么角色？有没有追责？是象征性追责吗？估计？？？ ​,Mon May 01 19:17:37 +0800 2017,4102675211269074,YX亅Q,60, false,-1,85,m,10,0,0,85,141,1
4089684370560367,#人民日报评辱母杀人案# 我相信每一个子女在这种情况下都会做出与他同样的选择。如果现在微博话题不是他杀死了人，而是别人欺辱他的母亲而他视而不见，那舆论又会怎么评论 ​,Sun Mar 26 22:56:39 +0800 2017,4089684370560367,文艺oOO,508, false,-1,49,f,9,1,11,49,111,0
4089828398059538,#刺死辱母者被判无期# 如此污辱他人的违法行为，警察就说了一句：“要债可以，不能打人”就了解此事，是倒致此血案的重要原因，首先应该追究警察的渎职责任。 ​,Mon Mar 27 08:28:58 +0800 2017,4089828398059538,轻舟渔火乡梦,1080, true,0,12568,m,21,1,0,12568,593,1
4089662764848870,当独立学者苦啊。刚群内在讨论山东辱母案，年级老师说，哪个有妈的人会作出这样判决。然后挨特我，问：鹏鹏教授怎么看？……现在我们一起在骂人…… ​,Sun Mar 26 21:30:48 +0800 2017,4089662764848870,施鹏鹏,11991, true,0,51225,m,38,15,65,51225,677,31
4092620655839524,前几天的“辱母杀人”案还未平息，今天泸州又出了个“太伏男孩死亡”事件，不由得想起了鲁迅在《狂人日记》里的一段话:“我翻开历史一查，这历史没有年代，歪歪斜斜的每页上都写着“仁义道德”几个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字是“吃人！” ​,Tue Apr 04 01:24:24 +0800 2017,4092620655839524,弓辰,4524, false,-1,959,m,23,1,12,959,310,6
4090593883640860,“辱母杀人”案：金融私有化是中国一大毒瘤 - 乌有之乡 “辱母杀人”案：金融私有化是中国一大毒瘤 【放高利贷，在共和国的历史上是严重违法，非法集资是严重违法。然而，在资产阶级的精英不断努力下，非法集资、放高利贷成了合法的生财之道。​ 宪法第一条规定：'社会主义制度是中华人民共和国的根本制度。禁止任何组织或者个人破坏社会主义制度。'同时规定“ 一切法律、行政法规和地方性法规都不得同宪法相抵触。 ”。金融国家化是社会主义经济制度具体体现之一，金融私有化首先违反了宪法第一条之规定，是对社会主义制度的严重破话。允许高利贷合法的法律依据从何而来?谁制订的政策法规可以凌驾于宪法之上?】 “辱母杀人”案：金融私有化是中国一大毒瘤,Wed Mar 29 11:10:44 +0800 2017,4090593883640860,苍龙飞天79,41701, true,0,57128,m,42,14,5,57128,6108,9
4089579110001760,【人民日报评辱母杀人案案件过程以及判决结果】，整个看完惊的浑身发抖，事发当地犹如无主之地，官匪一窝，岂有此理。横行霸市，法不护民，岂有此理。母辱不卫，国辱何御，岂有此理岂有此理岂有此理！还有没有王法还有没有正义！重审吧！为了司法公信，为了正义永存，为了中国梦。 ​,Sun Mar 26 15:58:23 +0800 2017,4089579110001760,设计师皮皮虾,1257, true,0,19287,m,25,43,218,19287,1191,122
4089860082556488,#刺死辱母者被判无期#于欢案判决书，看看他怎么说！ 秒拍视频 . ​,Mon Mar 27 10:34:52 +0800 2017,4089860082556488,坊间茶农屋,5174, false,-1,77573,m,39,12,33,77573,1629,26
4089620704878405,#人民日报评辱母杀人案# &amp;quot;辱母杀人“案，很多人自觉或者不自觉地混淆了两个概念。即辱母要不要反抗？反抗至杀人要不要承担法律责任？第一个问题当然要反抗，且大多数人此时热血上头，会不择手段不计后果。第二个问题，反抗时不计后果，不等于事后承担后果。武松杀了杀兄的西门大官人和潘金莲还要刺配呢，杨志杀了流氓牛二还要刺配大名府呢。看看在古 代即使是报父兄之仇、即使是对方是黑社会挑衅，最后杀人也得受罚担责。所以同意很多法学人士的观点，不是辱母杀人者不是无罪，而是量刑过重。,Sun Mar 26 18:43:40 +0800 2017,4089620704878405,赵震JAMES,34170, true,0,1166966,m,44,82,110,1166966,1271,254
4089830717174410,【#刺死辱母者#最大的悲凉是，他不得不刺这一刀】死者一伙早已涉嫌敲诈勒索罪、非法拘禁罪、侮辱罪，于欢在死者脱裤子侮辱其母时，抽刀制止正在进行的不法侵害完全是正当防卫。（他捅的是非致命部位，如果捅心脏等致命部位则涉嫌防卫过当）。死者到医院扯皮才是真正死因…… ​​​“刺死辱母者”最大的悲凉是，他不得不刺这一刀 ​​​,Mon Mar 27 08:38:11 +0800 2017,4089830717174410,罗兰青,7082, true,0,140502,m,35,23,20,140502,1160,22
4098395313870199,3D动画：1分钟讲述辱母杀人案全过程 更多新闻视频：网页链接 （分享自 @新浪资讯台） 3D动画：1分钟讲述辱母杀人案全过程 ​,Wed Apr 19 23:50:50 +0800 2017,4098395313870199,用户5496676552,10, false,-1,1,m,7,1,0,1,5,0
4090763450822433,看了&quot;山东辱母杀人案&quot;报道，令人深叹不已！         山东聊城发生的&quot;辱母杀人案&quot;中，出现了两大的性质严重问题：        一、催债歹徒使用的流氓凌辱行为其恶劣性质十分严重，令人发指，义愤填膺。        二、该市110、市长电话、出警民警、法院定罪等这些不作为、不负责的失职和不公问题，性质严重，令人愤慨。         该案，如果是政府、公安重视报案告急而及时处理；如果是出警民警能以治安案件而将双方带到派出所严肃论处，根本就不会发生这起不该发生的&quot;辱母杀人案&quot;。为什么本是一般的治安案件都要任其恶性发展到酿成了严重的灾难后才引起重视，进行处理。这似乎是懒政弱警不负责不作为中放纵了灾难的发展发生，说严重点这是渎职犯罪。纵然没有受到应有的追究，但应受到自心良知的谴责和判罪。       试问，在你面前，母亲被人蹂躏、被人将头按在马桶中、被人将鞋捂着鼻子，被人掏生殖器蹭着母亲的脸，进行不断侮辱。当为儿子，你会如何反应？如果是人，无疑都会以死相拚，决不会坐视不管，任人欺辱。         110、市长电话，本是解决民情，救苦救难的告急电话。但是当人民处在危难之际，这些电话形同虚设，不起作用了。出警民警以应付了事，见状无动于衷，使之歹徒更为有恃无恐，更加大胆妄为。在这呼天天不应，叫地地不灵的无助情况下，是人会表现什么样的本能反应？是人都会知道这个道理！我们平时所教说的所谓血性、骨气、见义勇为的道理道义，当应表现在哪里？怎么才是卫防有当，咋办不是故意伤害？实在令人费解！         就该案对于山东聊城法院的所谓卫防过当，故意伤害，以什么&quot;面对众多讨债人的长时间纠缠，不能正确处理冲突&quot;等罪名判罪。这到底是什么法理？歹徒就是仗势人多而长时间的辱母以致儿子忍无可忍才愤起反抗，对于歹徒的违法行为，他们靠的是法律来保护，执法人员来处理，于欢母子就是无力对付歹徒才受尽殴打，受尽凌辱。这本是你们的责任去处理，去保护他们。但是你们在哪里？叫他如何对着众多的歹徒进行处理？绝望之下，他只能愤发反击，不忍母亲受辱，只身救母自卫中刺死了歹徒就是故意伤害，那就是叫他母子只能忍辱受死了？无形中只许歹徒凶暴，不许受害者反抗自卫。但在自卫反击中谁生谁死都无法料定和避免，除非不抵抗的默受残害。你是怎么看待案情？怎么理解案由？怎么判别是非？怎么认识法律？怎么伸张正义？看了使人寒心啊！        山东聊城这起无人性的辱母案例，若无愤怒感发，那是最起码的人性都没了，还有什么正义可言！更无公理存在。如果是附势为非，贪财枉法，那也是道德丧尽，天地不容。如果是出于对是非的认识问题，那也说明对办案的能力和法律的认识水平低至令人可怕的程度，所望的伸张正义、主持公道将向何处寄托？                对于社会上的罪恶现象是难免存在，但是关键在于政府的有力打击和恒之有效的治理措施。否则，执法不公、从警无为，必然导致黑恶势力的滋生、蔓延、坐大，造成治安不宁，危害社会。        希望大家都本着创建我们和谐、美好的祖国而尽忠尽心的贡献自己一份应有的责任和力量。扬正气、树正义，使国家长治久安，繁荣昌盛。 福州·仓山区,Wed Mar 29 22:24:32 +0800 2017,4090763450822433,江山1195注册,160, false,-1,1930,m,20,3,9,1930,8000,2
4089673221977468,#刺死辱母者被判无期#刚刚又向聊城市委值班室小甄同志了解一下情况。小甄说昨晚老李接完电话，按照记录立即向领导做了汇报。市里非常重视。经过研究，迅速成立了专案领导小组，积极配合上级机关的工作。过去从来没有碰到过这样的事情，确实有些突然，现在大家都很重视，省高法派来的资深法官正在紧张工作，相信二审会有公正的结果。小甄还特别说到他们都认真看了昨晚电话记录，希望有新的建议可以尽快告诉他们，并再三表示非常感谢。我告诉他不用客气，这是我应该做的，另外我也是山东老乡，大家都笑了。#人民日报评辱母杀人案#,Sun Mar 26 22:12:20 +0800 2017,4089673221977468,司马子潇潇e,7623, true,0,62192,m,34,3,13,62192,458,7
4089656377280951,#辱母杀人案#@中国长安网 【再评“辱母杀人”案|中国司法：不负江山不负卿】今日，关于山东“辱母杀人”案四条官方消息相继传出，舆论的关切得到了官方回应。在回应中，有三个“没有想到”：①“没有想到”的胸怀；②“没有想到”的同盟军；③“没有想到”的效率 ↓↓↓【“辱母杀人”案追踪】中国司法：不负江山不负卿 ​​​ 【“辱母杀人”案追踪】中国司法：不负江山不负卿,Sun Mar 26 21:05:25 +0800 2017,4089656377280951,陈里,26270, true,0,25588612,m,45,54,51,25588612,2151,50
4089768830410511,山东辱母杀人案应首先追究出警警察的责任，他们到达现场后，不是积极控制事态，对已涉嫌犯罪的讨债人采取有效措施，而是轻描淡写一句：“讨账可以，但不能动手打人”，随即离去。使于欢母子完全绝望，直接导致了惨案的发生。该警察己涉嫌犯玩忽职守犯罪、渎职罪。 ​,Mon Mar 27 04:32:16 +0800 2017,4089768830410511,贾泽生律师,1788, true,0,5229,m,25,92,64,5229,630,55
4093481666187633,#泸州太伏中学事件#这些天一连串的惨案就发生我们身边，从聊城辱母杀人案到现在泸县太伏校园暴力事件，让人心痛和震惊。为什么现在的政府部门公信力这么差，而且是网上一边倒的质疑事件的真相。社会变了，再也不是那个传统媒体时代了，钱和权可以掩盖真相，现在是自媒体时代，任何冤案错案，广大网友会给你翻出来！再一次惊叹中国网友的力量！…,Thu Apr 06 10:25:45 +0800 2017,4093481666187633,霏语云霄,219, false,-1,66,f,9,6,27,66,41,13
4089933495011562,#刺死辱母者被判无期# 于欢案层层破解，在法律面前这判了，在人性面前冤了！究竟是应判还是冤呢？一起看看律师怎么解读？ 秒拍视频 . ​,Mon Mar 27 15:26:35 +0800 2017,4089933495011562,上饶趣事汇,9512, true,0,146897,m,36,12,11,146897,326,4
4089543172934963,#刺死辱母者被判无期# 几年前，无知网民在公知的迷惑下把药家鑫当成富二代推向断头台，不给他任何活路的机会；数月前，无知网民帮助人大校友获得赔偿数千万，家属拒绝上诉；今天，无知网民要求把一个杀人犯从无期徒刑减免到不用服刑。。。无知网民以为他们在替天行道，却是阻碍中国法治进程；无知网民以为他们在取得胜利，确实在给自己挖坑。他们干涉中国的法制进程，却整天呼叫法律不公。鲁迅曰：哀其不幸，怒其不争，就是指的这些人。,Sun Mar 26 13:35:34 +0800 2017,4089543172934963,普渡哥,9626, true,0,95882,m,35,43,173,95882,1112,619
4089695824513454,#辱母杀人案#@济南公安 第一次被人骂驴。简直主仆对调，驴穿身皮就是大巴了？崇祯皇帝朱由检吊死在煤山上才几年啊？清东陵棺材板才合上几年啊？凯申先生才到岛上几年啊？太祖合眼才几年！全忘了？上了大巴又如何，哪个不是爹生娘养！哪个不是人间骨肉，你们要是都烂了，大巴车就全烂了！别说我们这群驴，一千多万人的棺材板都把你们压死！暗抢明济，言北行南，肥私损公，百姓何安！建国的时候还只有驴车！,Sun Mar 26 23:42:09 +0800 2017,4089695824513454,在下张有幸,53, false,-1,271,m,19,5,24,271,307,11
4089854557958443,#刺死辱母者被判无期# 于欢无罪！！！如果他也有罪，伦理何在？道义何在？……请问法官，你为什么判于欢无期？是不是以后别人也可以当你的面污辱你的母亲、老婆、姐妹、女儿……这个法官应该去死！ ​,Mon Mar 27 10:12:55 +0800 2017,4089854557958443,口碑有料,295, false,-1,216,m,22,1,3,216,75,0
4089559748800620,关于山东聊城辱母案竟然上不了热搜前三，关于苏醒是否爆出何洁离婚竟然在新闻的搜索度前面排着，其中原因让人真是感觉呵呵哒 ​,Sun Mar 26 14:41:27 +0800 2017,4089559748800620,白素贞008,31, false,-1,26,f,9,1,15,26,96,1
4089943997101046,辱母杀人案：如果妈妈受此侮辱，你该怎么办？ ​,Mon Mar 27 16:08:19 +0800 2017,4089943997101046,有料菌,3482, true,0,276751,f,14,72,85,276751,76,78
4090642034409036,辱母案出歌了！唱的好，唱出了血性男儿的心声。 秒拍视频 . ​,Wed Mar 29 14:22:03 +0800 2017,4090642034409036,亮剑-8341,1573, false,-1,1085,m,24,4,9,1085,951,2
4089633606088859,希望大家坚持转发下去辱母杀人案，不要最后又不了了之了，咱们中国人就是记性太差，做事三分钟热血，我也是可是这个案子看的我真的太难受了，谁要是那么对我妈，我当时得杀他全家@聊城中院 ，我觉得于欢已经比正常人理智多了 ​,Sun Mar 26 19:34:56 +0800 2017,4089633606088859,考拉拉_pdd,613, false,-1,433,f,15,1,21,433,585,22
4089598939856151,【“辱母杀人案”，山东省人民检察院审查于欢行为性质，调查警察是否失职渎职】山东省人民检察院对公众关注的于欢行为是属于正当防卫、防卫过当还是故意伤害等，将依法予以审查认定。成立由反渎、公诉等相关部门人员组成的调查组，对媒体反映的警察执法过程中存在的失职渎职行为等问题，依法调查处理。 ​​​,Sun Mar 26 17:17:11 +0800 2017,4089598939856151,法制网,27058, true,3,511379,f,32,32,55,511379,761,51
4089522046074648,同刺死辱母者案，无罪辩护的王协力案，@聊城中院 也给重判了，但王协力确实冤枉。一直喊冤，坚决不怕查的官员，法院一定要特别关注，他们可能真的是被冤枉的，是好官。 共产党的好官 | 为王协力喊冤 ​,Sun Mar 26 12:11:38 +0800 2017,4089522046074648,假装大律师,878, false,-1,54551,f,28,35,82,54551,720,10
4089553973773735,#刺死辱母者被判无期#其实这次事件还有个更严重的事实：案件已经发生了快有一年，但直到南方周末的稿子出来，才有微博发酵，大量自媒体关注。这种事件如果没有专业传统媒体去报道，自媒体几乎没有任何可能性去弄，而现在传统媒体下滑严重，这类事件曝光的几率其实也在缩小。更多的此类事件，仍然会掩盖在黑暗中。比你想象的更黑暗。,Sun Mar 26 14:18:29 +0800 2017,4089553973773735,i大狗熊,13988, true,0,21478,m,43,9,63,21478,2349,16
4089878029718645,【「刺死辱母者」血案折射出实体经济的惨状，值得深思！】民营企业通过非正常渠道的民间借贷续命，但如今发生的惨案不仅仅是企业续命的问题，这是这个社会存在问题的曝光。对于中国制造业，这个时代的每个人来说已经到了物竞天择势必至，不优则劣兮不兴则亡。 「刺死辱母者」血案折射出实体经济的惨状，值得深思！ ​,Mon Mar 27 11:46:10 +0800 2017,4089878029718645,钱皓-互联网分析师,4247, true,0,524026,m,44,23,27,524026,672,12
4089708714023282,#刺死辱母者被判无期#这是最好的时代，也是最坏的时代。与于欢案件类似的事情还有许多，大部分都是走上极端之后才被报道调查。关于山西忻州代县富郦城打人事件，只能说清者自清，谣言止于智者。某些媒体的歪曲遮挡剪辑也不能掩盖真相，面对妄图大事化小把我们的行为无限放大而并不是客观揭露真相的行为，我们无能为力。我只想说某些媒体人已经忘记了自己的职责和使命，真相自在人心，如果你们不能雪中送炭，但也不要雪上加霜。无论怎样受害者始终都是受害者，只能依托警方帮助，希望警方早日抓到凶手，揪出幕后主使，我们不会放弃，能走的途径都会去尝试，会一直与恶势力作斗争。我们和于欢的区别只在于我们还没被逼上绝路，希望大家关注一下。 忻州·忻州师范学院,Mon Mar 27 00:33:23 +0800 2017,4089708714023282,大地水煮面,973, false,-1,228,f,26,4,3,228,486,4
4090200630415843,#刺死辱母者被判无期# 支持于欢无罪的人，看看你们这些人把不信法律信道德的社会风气带到哪去了？大家不喜欢谈道德，谈谈道德觉得自己就高尚了，而谈法伤感情。然后你去大街上走一走，遇到老人摔倒的，你都不敢去扶；开车走在路上，上来一个碰瓷讹钱的；老赖苏银霞这种公司老板，借了你一百多万就是不还，你哭死打官司赢了她有钱也不还；你在公交车上不让座有人骂你不懂礼貌，虽然你自己这几天脚疼；邻居家两儿子争财产都不要老母，反目成了仇人；公众媒体为钱造谣无底线，黑心记者敲诈公司常常发生，不给钱就黑你；道德帝@薛蛮子 嫖娼一次四五个，身价亿万还欠几百块嫖资；道德楷模多有小三，越有钱“道德” 越高小三排队越长。。。。。这就是你们的无法制的“道德”社会，人人说道德，其实有德的几乎没有。我说，要法制，要完善法制，因为人人道德败坏，不能用道德做尺度。唯有法制完善的社会才有文明，才能人人平等。当然，法制社会的完善需要时间，和全民的支持和努力。美国人为什么平均素质高一点？因为他们是成熟的法制社会环境，人人有界限，时间长了就成了素质。新加坡也是一个法制社会成功案例。尊重法律，使用法律，相信法律，大家都这么做，法制社会才能建设起来。不信法律信南方周末，这样的社会没前途。,Tue Mar 28 09:08:05 +0800 2017,4090200630415843,普渡哥,9626, true,0,95882,m,35,28,234,95882,1112,358
4093606308323667,辱母案，竟然出歌了！歌手改编歌曲，歌曲家乡事，，一起听一下吧！秒拍视频 ​​​​,Thu Apr 06 18:41:02 +0800 2017,4093606308323667,搞笑大蜀黎,3365, true,0,584786,m,24,2,3,584786,782,0
4090598913454574,#刺死辱母者被判无期#刚去查了下法律条文，终于弄明白了什么是正当防卫，吓死个人啊！什么叫“正当防卫”呢？举个例子，当坏人拿刀对着你时，你不能反击，因为伤害“尚未开始”。当坏人的刀插入你的身体后，你仍然不能反击，因为伤害“自动停止”。当坏人的刀从你体内拔出后，你还是不能反击，因为伤害“实施完毕”。违反以上任意一条都属于“防卫过当”要负刑事责任的。那怎样才算“正当防卫”呢？很简单，在坏人拿刀刺向你的那一瞬间，你准确判断，迅速反击，夺刀毙敌，一击致命，这个就属于“正当防卫”了。TMD原来还是个技术活！[捂脸][捂脸],Wed Mar 29 11:30:43 +0800 2017,4090598913454574,清风淡云天,544, true,0,3376,m,26,60,182,3376,263,123
4091278721900102,每天一分钟，简报知天下！今日早报，3月31日，星期五，农历三月初四1、刘国梁任总教练成定局 秦志戬孔令辉或分管男女队；2、楼市到底有多疯？45城限购 国家级贫困县也加入！；3、大二男生借款4万半年后要还100万 已辍学全家躲债；4、辱母案现状:于家捐款不断 杜父称杀人偿命信法律；5、女子撕毁原高官字画遭刑拘54天 取保后被监视居住；6、苏州墓地限购:非苏州本地户籍 不能在苏州买墓地；7、俄称萨德威胁中俄战略核力量 低轨卫星都在美杀伤范围内；8、韩国老奶奶站上反“萨德”前线 成功赶走勘探卡车；9、韩方发公函:请让乐天玛特恢复营业 利于中韩关系；10、聂树斌家属获268万余元国家赔偿，聂母表示不申诉；11、中国运动员退出在韩比赛 韩网友:平昌冬奥也别来；12、&quot;被枪毙毒贩&quot;来到丽江中院 所有工作人员都吓一跳 原来身份遭冒用，多年难改；【心语】这个世界上任何奇迹的产生都是经过千辛万苦的努力而得的，首先承认自己的平凡，然后用千百倍的努力来弥补平凡。,Fri Mar 31 08:32:02 +0800 2017,4091278721900102,西塘管老太臭豆腐,387, true,2,9212,m,19,1,1,9212,491,1
4094715819039267,转 // #天天快报# 《辱母案当事人姑姑痛诉：不服判决 卖了房子也要为于欢上诉》辱母案姑姑有话说，腾讯拍客！ 辱母案当事人姑姑痛诉：不服判决 卖了房子也要为于欢上诉 辱母案姑姑有话说，腾讯拍客 ​,Sun Apr 09 20:09:50 +0800 2017,4094715819039267,WB沙发客,52, false,-1,38,m,6,0,0,38,167,0
4089451943164739,#刺死辱母者被判无期# 聊城中院判决书第三部分，重点可以关注本案的审判长是张文峰——不存在防卫的紧迫性的始作俑者！ ​,Sun Mar 26 07:33:04 +0800 2017,4089451943164739,寒风布衣客,2125, true,0,787,m,27,96,304,787,2002,254
4089485589305539,人民日报也看不下去了……——人民日报评辱母杀人案：回应人心诉求，审视伦理情境，才有司法正义！ 人民日报评辱母杀人案：回应人心诉求，审视伦理情境，才有司法正义！ ​,Sun Mar 26 09:46:46 +0800 2017,4089485589305539,北村,43864, true,0,653863,m,42,4161,23640,653863,2317,15983
4089968399985119,今天看报纸:辱母杀人案评论上亿条民意能否再次推动法制？法律要公平，要罚恶扬善，不要让恶人干了坏事还要受法律保护！一个儿子看见母亲受辱不抗击那才悲哀，支持无罪判决！！一个做企业的为干事借135万还184万还加一栋房还被黑社会欺凌政府呢？法律呢？ ​,Mon Mar 27 17:45:16 +0800 2017,4089968399985119,笨笨去旅行,314, false,-1,2915,f,24,2,19,2915,2926,5
4089561577337880,#刺死辱母者被判无期#黑社会的生殖器，赤裸裸地摆在这个国家脸上。他羞辱的不是苏银霞和于欢母子，而是和这个国家的法律一同携起手来，共同羞辱着这个国家。而这个国家正摆出一副“情感归情感，法律归法律，这是正道”的无赖屌脸，正襟危坐。等待他的人民在高潮之后再次陷入失忆，然后再等待着下一处闹剧的来临。,Sun Mar 26 14:48:43 +0800 2017,4089561577337880,喂薄一潇在哪,3823, true,0,2249,m,37,4,9,2249,375,5
4089643042888988,【视频：“刺死辱母者”被告人于欢辩护律师陈述上诉理由】因不堪忍受母亲被催债人欺辱，于欢刺伤4人，其中一人死亡。于欢辩护律师殷清利认为，在催债人对于欢和母亲逼迫升级、于欢看到警方要离开心理崩溃等情况下，于欢属正当防卫，或正当防卫无罪不能成立的话，就属防卫过当。央视新闻的秒拍视频 ​​​,Sun Mar 26 20:12:26 +0800 2017,4089643042888988,大案,26011, true,3,438794,m,41,174,141,438794,517,154
4102342004109959,一开口就觉得自己是个傻逼。看到辱母杀人案的报导觉得有点不对劲，隔天果然有人一针见血，隔月《人民的名义》里，虽然没展开说，还是给这些借高利贷的民营企业家们漏了一小脸儿。特意落后几天看了《我是范雨素》，有点儿失望，《我是和菜头》就出来了，《我不是和菜头，也不是范雨素》也出来了，选秀呢？因为一个人的出身或经历而改变标准，是最大的不公平。绿化有多严重？一开口就觉得自己是个傻逼。动脑子容易让自己虚妄。,Sun Apr 30 21:13:34 +0800 2017,4102342004109959,绝二小姐,2867, false,-1,172,f,20,0,4,172,576,1
4089867589391943,发表了博文《文化战争：“辱母杀人案”刷屏能刷出天理公道吗？》日前发生的山东“辱母杀人案”持续刷屏，凸显出中国当下社会发展失�的道德危机。如果单纯从法律层面追根问底，肯定不会有结果。因为自“尧舜禹之变”网页链接 ​,Mon Mar 27 11:04:42 +0800 2017,4089867589391943,网闻博报,3288, false,-1,3082,m,23,9,14,3082,2612,5
4101796026581094,#山东辱母案# 辱母杀人案进展：警方打掉涉黑集团，通缉3名成员。关于对执法人员不作为怎么处理呢？#新浪新闻# ​,Sat Apr 29 09:04:03 +0800 2017,4101796026581094,健哥论股,1341, true,0,22132,m,20,0,2,22132,130,0
4089701914695148,#刺死辱母者被判无期#目前政府部门保护中小民营企业的利益被侵害是非常弱，小型民营企业得不到正常渠道融资，一边向社会借高利贷要付高额利息，一边帐款无法准时收回，在两边都无法得到政府相关部门有效帮助，就产生了于欢刺死辱母者事件，呼吁政府关注守法的民营企业的融资及相关问题。 ​,Mon Mar 27 00:06:22 +0800 2017,4089701914695148,林国雅微博,12636, true,0,267123,m,42,10,7,267123,858,8
4105451542763132,情况通报辱母杀人案于欢案判决书，目前最新进展：已受理二审并组成合议庭  . 秒拍视频 ​,Tue May 09 11:09:46 +0800 2017,4105451542763132,lala是小壮,151, false,-1,88,f,9,0,0,88,280,0
4096193187078167,嫌疑人X的献身(2017)[星星][星星][星星][星星]，看了个电影，从影院一路哭到停车场，到车上还是止不住眼泪…真是难受地要死…因为这个悲剧太无助了也太含恨了…被害者最终因害人者，因不完善的法律而不得不背负罪名。这个片子在辱母案附近上映也是巧了，当法律无法保护弱者，当弱者被迫举刀，当举刀就会被判防卫过当，怎么选都是悲剧，换你你不会博一下么？当真相不等于正义，是法律的耻辱。这种时候就觉得陪审团制度太有必要了…,Thu Apr 13 22:00:22 +0800 2017,4096193187078167,MOSEE莫莫,2386, true,0,2038,f,29,1,1,2038,508,0
4089855950398452,【职业讨债人谈辱母案要债有规则：这帮人太变态】聊城的案子最近吸引了公众的眼球，也让不少人重新审视了职业讨债人——“在这道上混的，防卫过当啊，非法拘禁啊，这些我们都清楚得很。警察也会说，不要搞非法拘禁，限制人身自由....聊城这事儿啊，毕竟是对一个长辈，这个太变态了。”详情：网页链接,Mon Mar 27 10:18:27 +0800 2017,4089855950398452,猫扑,104503, true,3,4535411,f,41,24,36,4535411,232,163
4089972120839883,【高利贷的“吃人术”】这些天，刷爆朋友圈的“辱母杀人案”引发网友激烈讨论。这桩由高利贷引发的血案，催债过程令人发指：恐吓、谩骂、限制人身自由，甚至凌辱借款人，像黑帮电影似的，但却在真实上演。#飞碟头条#飞碟说的秒拍视频 ​,Mon Mar 27 18:00:04 +0800 2017,4089972120839883,飞碟说,9913, true,0,3028285,m,39,229,463,3028285,1289,221
4089679399640581,#深夜聊聊##刺死辱母者被判无期#在你极端愤怒之时，你相信的，是你希望如此的事实，还是一个真的事实？欢迎讨论。#人民日报评辱母杀人案# ​,Sun Mar 26 22:36:54 +0800 2017,4089679399640581,建昆老师,9330, true,0,672500,m,45,49,170,672500,888,252
4089538198639168,#人民日报评辱母杀人案# 我们没讲伦理，我们也一直在讲法律。 终于等到了【最高人民检察院调查#刺死辱母者被判无期#案】最高人民检察院对此高度重视，已派员赴山东阅卷并听取山东省检察机关汇报，正在对案件事实、证据进行全面审查。对于欢的行为是属于正当防卫、防卫过当还是故意伤害，将依法予以审查认定；对媒体反映的警察在此案执法过程中存在失职渎职行为，将依法调查处理。,Sun Mar 26 13:15:49 +0800 2017,4089538198639168,记者胡康林,17996, true,0,23538,m,37,11,106,23538,2762,18
4089888817277741,【辱母杀人案细节曝光：目击者称于欢被椅子杵后反击】警方到达4分钟后，被一部分人送出现场。没有警察的办公室再度混乱，有围观者看到，催债者拿椅子朝于欢杵着，逼其一步步退到桌子前。此时，于欢手里多了把水果刀。“都别过来，过来攮死你”，催债者往前凑过去，于欢便出手了。辱母杀人案细节：目击者称于欢被椅子杵后反击 ​,Mon Mar 27 12:29:03 +0800 2017,4089888817277741,一点资讯,10933, true,2,3141007,m,35,6,37,3141007,1955,43
